"Barcode"	"Cluster"
"A12_G02_P1-G03_LIG75_6_2"	"A12_G02_P1-G03_LIG75_6_2"	"OB"
"A12_G04_P1-G03_LIG104_6_2"	"A12_G04_P1-G03_LIG104_6_2"	"OB"
"A12_G05_P1-G03_LIG155_6_2"	"A12_G05_P1-G03_LIG155_6_2"	"OB"
"A12_G08_P1-G02_LIG238_6_2"	"A12_G08_P1-G02_LIG238_6_2"	"OB"
"A12_G10_P1-G01_LIG232_6_2"	"A12_G10_P1-G01_LIG232_6_2"	"OB"
"B02_B01_P1-G01_LIG217_6_2"	"B02_B01_P1-G01_LIG217_6_2"	"OB"
"B02_B01_P3-G05_LIG230_6_2"	"B02_B01_P3-G05_LIG230_6_2"	"OB"
"B02_B03_P1-G03_LIG167_6_2"	"B02_B03_P1-G03_LIG167_6_2"	"OB"
"B02_B04_P1-G01_LIG297_6_2"	"B02_B04_P1-G01_LIG297_6_2"	"OB"
"B02_B06_P1-G01_LIG149_6_2"	"B02_B06_P1-G01_LIG149_6_2"	"OB"
"B02_B06_P1-G02_LIG273_6_2"	"B02_B06_P1-G02_LIG273_6_2"	"OB"
"B02_B07_P3-G04_LIG156_6_2"	"B02_B07_P3-G04_LIG156_6_2"	"OB"
"B02_B08_P1-G03_LIG80_6_2"	"B02_B08_P1-G03_LIG80_6_2"	"OB"
"B02_B08_P3-G04_LIG77_6_2"	"B02_B08_P3-G04_LIG77_6_2"	"OB"
"B02_B09_P1-G01_LIG117_6_2"	"B02_B09_P1-G01_LIG117_6_2"	"OB"
"B02_B09_P1-G03_LIG176_6_2"	"B02_B09_P1-G03_LIG176_6_2"	"OB"
"B02_B10_P1-G02_LIG34_6_2"	"B02_B10_P1-G02_LIG34_6_2"	"OB"
"B02_B10_P1-G03_LIG139_6_2"	"B02_B10_P1-G03_LIG139_6_2"	"OB"
"B02_B11_P1-G01_LIG164_6_2"	"B02_B11_P1-G01_LIG164_6_2"	"OB"
"B03_C03_P1-G01_LIG263_6_2"	"B03_C03_P1-G01_LIG263_6_2"	"OB"
"B03_C03_P3-G04_LIG95_6_2"	"B03_C03_P3-G04_LIG95_6_2"	"OB"
"B03_C05_P1-G03_LIG255_6_2"	"B03_C05_P1-G03_LIG255_6_2"	"OB"
"B03_C10_P1-G01_LIG76_6_2"	"B03_C10_P1-G01_LIG76_6_2"	"OB"
"B03_C11_P1-G03_LIG30_6_2"	"B03_C11_P1-G03_LIG30_6_2"	"OB"
"B03_C11_P3-G04_LIG243_6_2"	"B03_C11_P3-G04_LIG243_6_2"	"OB"
"B05_D02_P1-G03_LIG235_6_2"	"B05_D02_P1-G03_LIG235_6_2"	"OB"
"B05_D05_P1-G04_LIG115_6_2"	"B05_D05_P1-G04_LIG115_6_2"	"OB"
"B05_D07_P1-G04_LIG201_6_2"	"B05_D07_P1-G04_LIG201_6_2"	"OB"
"B05_D11_P1-G04_LIG334_6_2"	"B05_D11_P1-G04_LIG334_6_2"	"OB"
"B06_E01_P1-G02_LIG69_6_2"	"B06_E01_P1-G02_LIG69_6_2"	"OB"
"B06_E03_P1-G03_LIG273_6_2"	"B06_E03_P1-G03_LIG273_6_2"	"OB"
"B06_E03_P3-G05_LIG339_6_2"	"B06_E03_P3-G05_LIG339_6_2"	"OB"
"B06_E05_P1-G01_LIG313_6_2"	"B06_E05_P1-G01_LIG313_6_2"	"OB"
"B06_E06_P1-G04_LIG6_6_2"	"B06_E06_P1-G04_LIG6_6_2"	"OB"
"B06_E07_P1-G03_LIG4_6_2"	"B06_E07_P1-G03_LIG4_6_2"	"OB"
"B06_E09_P1-G02_LIG129_6_2"	"B06_E09_P1-G02_LIG129_6_2"	"OB"
"B06_E12_P1-G01_LIG212_6_2"	"B06_E12_P1-G01_LIG212_6_2"	"OB"
"B10_A02_P1-G02_LIG334_6_2"	"B10_A02_P1-G02_LIG334_6_2"	"OB"
"B10_A06_P1-G01_LIG324_6_2"	"B10_A06_P1-G01_LIG324_6_2"	"OB"
"B10_A07_P1-G03_LIG330_6_2"	"B10_A07_P1-G03_LIG330_6_2"	"OB"
"B10_A07_P1-G04_LIG63_6_2"	"B10_A07_P1-G04_LIG63_6_2"	"OB"
"B10_A08_P1-G04_LIG27_6_2"	"B10_A08_P1-G04_LIG27_6_2"	"OB"
"B10_A08_P3-G05_LIG362_6_2"	"B10_A08_P3-G05_LIG362_6_2"	"OB"
"B10_A09_P1-G03_LIG374_6_2"	"B10_A09_P1-G03_LIG374_6_2"	"OB"
"B10_A10_P1-G03_LIG273_6_2"	"B10_A10_P1-G03_LIG273_6_2"	"OB"
"B10_A11_P1-G01_LIG65_6_2"	"B10_A11_P1-G01_LIG65_6_2"	"OB"
"B10_A12_P3-G05_LIG70_6_2"	"B10_A12_P3-G05_LIG70_6_2"	"OB"
"B11_B03_P1-G01_LIG308_6_2"	"B11_B03_P1-G01_LIG308_6_2"	"OB"
"B11_B03_P3-G04_LIG247_6_2"	"B11_B03_P3-G04_LIG247_6_2"	"OB"
"B11_B05_P1-G04_LIG150_6_2"	"B11_B05_P1-G04_LIG150_6_2"	"OB"
"B11_B05_P3-G05_LIG107_6_2"	"B11_B05_P3-G05_LIG107_6_2"	"OB"
"B11_F04_P3-G05_LIG86_6_2"	"B11_F04_P3-G05_LIG86_6_2"	"OB"
"B11_F08_P1-G01_LIG151_6_2"	"B11_F08_P1-G01_LIG151_6_2"	"OB"
"B12_G02_P1-G03_LIG83_6_2"	"B12_G02_P1-G03_LIG83_6_2"	"OB"
"B12_G04_P1-G03_LIG70_6_2"	"B12_G04_P1-G03_LIG70_6_2"	"OB"
"B12_G10_P1-G04_LIG36_6_2"	"B12_G10_P1-G04_LIG36_6_2"	"OB"
"C02_B01_P3-G04_LIG70_6_2"	"C02_B01_P3-G04_LIG70_6_2"	"OB"
"C02_B02_P1-G01_LIG130_6_2"	"C02_B02_P1-G01_LIG130_6_2"	"OB"
"C02_B02_P1-G04_LIG274_6_2"	"C02_B02_P1-G04_LIG274_6_2"	"OB"
"C02_B05_P1-G02_LIG269_6_2"	"C02_B05_P1-G02_LIG269_6_2"	"OB"
"C02_B06_P1-G01_LIG116_6_2"	"C02_B06_P1-G01_LIG116_6_2"	"OB"
"C02_B07_P1-G04_LIG337_6_2"	"C02_B07_P1-G04_LIG337_6_2"	"OB"
"C02_B08_P1-G02_LIG344_6_2"	"C02_B08_P1-G02_LIG344_6_2"	"OB"
"C02_B09_P1-G04_LIG376_6_2"	"C02_B09_P1-G04_LIG376_6_2"	"OB"
"C02_B11_P1-G03_LIG121_6_2"	"C02_B11_P1-G03_LIG121_6_2"	"OB"
"C02_B11_P1-G04_LIG37_6_2"	"C02_B11_P1-G04_LIG37_6_2"	"OB"
"C02_B11_P3-G04_LIG62_6_2"	"C02_B11_P3-G04_LIG62_6_2"	"OB"
"C03_C02_P1-G02_LIG266_6_2"	"C03_C02_P1-G02_LIG266_6_2"	"OB"
"C03_C04_P3-G04_LIG76_6_2"	"C03_C04_P3-G04_LIG76_6_2"	"OB"
"C03_C08_P1-G02_LIG167_6_2"	"C03_C08_P1-G02_LIG167_6_2"	"OB"
"C03_C10_P1-G01_LIG196_6_2"	"C03_C10_P1-G01_LIG196_6_2"	"OB"
"C05_D03_P1-G01_LIG184_6_2"	"C05_D03_P1-G01_LIG184_6_2"	"OB"
"C05_D10_P1-G01_LIG119_6_2"	"C05_D10_P1-G01_LIG119_6_2"	"OB"
"C06_E02_P3-G04_LIG211_6_2"	"C06_E02_P3-G04_LIG211_6_2"	"OB"
"C06_E05_P3-G05_LIG382_6_2"	"C06_E05_P3-G05_LIG382_6_2"	"OB"
"C06_E06_P1-G02_LIG123_6_2"	"C06_E06_P1-G02_LIG123_6_2"	"OB"
"C06_E08_P1-G02_LIG88_6_2"	"C06_E08_P1-G02_LIG88_6_2"	"OB"
"C06_E08_P1-G03_LIG288_6_2"	"C06_E08_P1-G03_LIG288_6_2"	"OB"
"C06_E08_P1-G03_LIG47_6_2"	"C06_E08_P1-G03_LIG47_6_2"	"OB"
"C06_E08_P3-G04_LIG257_6_2"	"C06_E08_P3-G04_LIG257_6_2"	"OB"
"C06_E09_P3-G04_LIG10_6_2"	"C06_E09_P3-G04_LIG10_6_2"	"OB"
"C06_E10_P1-G01_LIG107_6_2"	"C06_E10_P1-G01_LIG107_6_2"	"OB"
"C06_E11_P3-G05_LIG246_6_2"	"C06_E11_P3-G05_LIG246_6_2"	"OB"
"C10_A01_P1-G02_LIG37_6_2"	"C10_A01_P1-G02_LIG37_6_2"	"OB"
"C10_A02_P1-G02_LIG144_6_2"	"C10_A02_P1-G02_LIG144_6_2"	"OB"
"C10_A02_P1-G02_LIG337_6_2"	"C10_A02_P1-G02_LIG337_6_2"	"OB"
"C10_A02_P3-G05_LIG160_6_2"	"C10_A02_P3-G05_LIG160_6_2"	"OB"
"C10_A04_P3-G04_LIG347_6_2"	"C10_A04_P3-G04_LIG347_6_2"	"OB"
"C10_A07_P1-G01_LIG100_6_2"	"C10_A07_P1-G01_LIG100_6_2"	"OB"
"C10_A07_P1-G01_LIG383_6_2"	"C10_A07_P1-G01_LIG383_6_2"	"OB"
"C10_A11_P1-G02_LIG127_6_2"	"C10_A11_P1-G02_LIG127_6_2"	"OB"
"C10_A11_P3-G04_LIG231_6_2"	"C10_A11_P3-G04_LIG231_6_2"	"OB"
"C10_A12_P1-G01_LIG13_6_2"	"C10_A12_P1-G01_LIG13_6_2"	"OB"
"C10_A12_P1-G01_LIG4_6_2"	"C10_A12_P1-G01_LIG4_6_2"	"OB"
"C10_A12_P1-G02_LIG311_6_2"	"C10_A12_P1-G02_LIG311_6_2"	"OB"
"C11_B01_P1-G04_LIG166_6_2"	"C11_B01_P1-G04_LIG166_6_2"	"OB"
"C11_B02_P3-G04_LIG15_6_2"	"C11_B02_P3-G04_LIG15_6_2"	"OB"
"C11_B03_P1-G01_LIG43_6_2"	"C11_B03_P1-G01_LIG43_6_2"	"OB"
"C11_B03_P1-G02_LIG8_6_2"	"C11_B03_P1-G02_LIG8_6_2"	"OB"
"C11_B03_P1-G04_LIG155_6_2"	"C11_B03_P1-G04_LIG155_6_2"	"OB"
"C11_B07_P1-G02_LIG316_6_2"	"C11_B07_P1-G02_LIG316_6_2"	"OB"
"C11_B07_P1-G04_LIG245_6_2"	"C11_B07_P1-G04_LIG245_6_2"	"OB"
"C11_B09_P3-G05_LIG37_6_2"	"C11_B09_P3-G05_LIG37_6_2"	"OB"
"C11_F04_P1-G04_LIG136_6_2"	"C11_F04_P1-G04_LIG136_6_2"	"OB"
"C11_F04_P1-G04_LIG70_6_2"	"C11_F04_P1-G04_LIG70_6_2"	"OB"
"C11_F06_P1-G04_LIG145_6_2"	"C11_F06_P1-G04_LIG145_6_2"	"OB"
"C11_F10_P1-G01_LIG37_6_2"	"C11_F10_P1-G01_LIG37_6_2"	"OB"
"C11_F11_P1-G02_LIG70_6_2"	"C11_F11_P1-G02_LIG70_6_2"	"OB"
"C12_G02_P1-G03_LIG2_6_2"	"C12_G02_P1-G03_LIG2_6_2"	"OB"
"C12_G12_P1-G03_LIG292_6_2"	"C12_G12_P1-G03_LIG292_6_2"	"OB"
"D02_B04_P1-G04_LIG43_6_2"	"D02_B04_P1-G04_LIG43_6_2"	"OB"
"D02_B07_P1-G03_LIG262_6_2"	"D02_B07_P1-G03_LIG262_6_2"	"OB"
"D02_B08_P1-G02_LIG98_6_2"	"D02_B08_P1-G02_LIG98_6_2"	"OB"
"D02_B09_P1-G04_LIG202_6_2"	"D02_B09_P1-G04_LIG202_6_2"	"OB"
"D02_B12_P3-G04_LIG125_6_2"	"D02_B12_P3-G04_LIG125_6_2"	"OB"
"D03_C11_P3-G05_LIG290_6_2"	"D03_C11_P3-G05_LIG290_6_2"	"OB"
"D06_E01_P1-G01_LIG6_6_2"	"D06_E01_P1-G01_LIG6_6_2"	"OB"
"D06_E01_P1-G03_LIG63_6_2"	"D06_E01_P1-G03_LIG63_6_2"	"OB"
"D06_E07_P1-G03_LIG152_6_2"	"D06_E07_P1-G03_LIG152_6_2"	"OB"
"D06_E08_P1-G03_LIG354_6_2"	"D06_E08_P1-G03_LIG354_6_2"	"OB"
"D06_E08_P1-G04_LIG339_6_2"	"D06_E08_P1-G04_LIG339_6_2"	"OB"
"D06_E09_P1-G03_LIG307_6_2"	"D06_E09_P1-G03_LIG307_6_2"	"OB"
"D06_E09_P3-G04_LIG61_6_2"	"D06_E09_P3-G04_LIG61_6_2"	"OB"
"D06_E11_P1-G01_LIG298_6_2"	"D06_E11_P1-G01_LIG298_6_2"	"OB"
"D06_E11_P1-G04_LIG330_6_2"	"D06_E11_P1-G04_LIG330_6_2"	"OB"
"D06_E12_P1-G01_LIG78_6_2"	"D06_E12_P1-G01_LIG78_6_2"	"OB"
"D06_E12_P1-G03_LIG270_6_2"	"D06_E12_P1-G03_LIG270_6_2"	"OB"
"D10_A01_P1-G04_LIG210_6_2"	"D10_A01_P1-G04_LIG210_6_2"	"OB"
"D10_A02_P3-G04_LIG257_6_2"	"D10_A02_P3-G04_LIG257_6_2"	"OB"
"D10_A03_P1-G02_LIG21_6_2"	"D10_A03_P1-G02_LIG21_6_2"	"OB"
"D10_A06_P3-G05_LIG112_6_2"	"D10_A06_P3-G05_LIG112_6_2"	"OB"
"D11_B02_P1-G02_LIG167_6_2"	"D11_B02_P1-G02_LIG167_6_2"	"OB"
"D11_B03_P1-G01_LIG104_6_2"	"D11_B03_P1-G01_LIG104_6_2"	"OB"
"D11_B03_P1-G01_LIG278_6_2"	"D11_B03_P1-G01_LIG278_6_2"	"OB"
"D11_B05_P1-G01_LIG305_6_2"	"D11_B05_P1-G01_LIG305_6_2"	"OB"
"D11_B06_P1-G03_LIG83_6_2"	"D11_B06_P1-G03_LIG83_6_2"	"OB"
"D11_B08_P3-G05_LIG285_6_2"	"D11_B08_P3-G05_LIG285_6_2"	"OB"
"D11_B10_P1-G01_LIG135_6_2"	"D11_B10_P1-G01_LIG135_6_2"	"OB"
"D11_B10_P1-G02_LIG251_6_2"	"D11_B10_P1-G02_LIG251_6_2"	"OB"
"D11_B11_P1-G03_LIG263_6_2"	"D11_B11_P1-G03_LIG263_6_2"	"OB"
"D11_F07_P1-G04_LIG288_6_2"	"D11_F07_P1-G04_LIG288_6_2"	"OB"
"D12_G04_P1-G02_LIG228_6_2"	"D12_G04_P1-G02_LIG228_6_2"	"OB"
"E02_B01_P1-G01_LIG293_6_2"	"E02_B01_P1-G01_LIG293_6_2"	"OB"
"E02_B01_P1-G01_LIG381_6_2"	"E02_B01_P1-G01_LIG381_6_2"	"OB"
"E02_B02_P1-G03_LIG141_6_2"	"E02_B02_P1-G03_LIG141_6_2"	"OB"
"E02_B02_P1-G03_LIG273_6_2"	"E02_B02_P1-G03_LIG273_6_2"	"OB"
"E02_B03_P1-G01_LIG83_6_2"	"E02_B03_P1-G01_LIG83_6_2"	"OB"
"E02_B04_P1-G01_LIG3_6_2"	"E02_B04_P1-G01_LIG3_6_2"	"OB"
"E02_B04_P3-G05_LIG14_6_2"	"E02_B04_P3-G05_LIG14_6_2"	"OB"
"E02_B07_P1-G03_LIG43_6_2"	"E02_B07_P1-G03_LIG43_6_2"	"OB"
"E02_B07_P3-G05_LIG284_6_2"	"E02_B07_P3-G05_LIG284_6_2"	"OB"
"E02_B08_P1-G01_LIG164_6_2"	"E02_B08_P1-G01_LIG164_6_2"	"OB"
"E02_B10_P1-G01_LIG105_6_2"	"E02_B10_P1-G01_LIG105_6_2"	"OB"
"E02_B10_P1-G01_LIG88_6_2"	"E02_B10_P1-G01_LIG88_6_2"	"OB"
"E02_B11_P1-G03_LIG277_6_2"	"E02_B11_P1-G03_LIG277_6_2"	"OB"
"E02_B11_P3-G04_LIG157_6_2"	"E02_B11_P3-G04_LIG157_6_2"	"OB"
"E03_C08_P1-G02_LIG30_6_2"	"E03_C08_P1-G02_LIG30_6_2"	"OB"
"E03_C08_P3-G05_LIG289_6_2"	"E03_C08_P3-G05_LIG289_6_2"	"OB"
"E03_C10_P1-G03_LIG64_6_2"	"E03_C10_P1-G03_LIG64_6_2"	"OB"
"E03_C10_P1-G04_LIG234_6_2"	"E03_C10_P1-G04_LIG234_6_2"	"OB"
"E05_D11_P3-G04_LIG245_6_2"	"E05_D11_P3-G04_LIG245_6_2"	"OB"
"E05_D12_P1-G04_LIG34_6_2"	"E05_D12_P1-G04_LIG34_6_2"	"OB"
"E06_E03_P1-G02_LIG6_6_2"	"E06_E03_P1-G02_LIG6_6_2"	"OB"
"E06_E04_P3-G04_LIG103_6_2"	"E06_E04_P3-G04_LIG103_6_2"	"OB"
"E06_E05_P1-G03_LIG122_6_2"	"E06_E05_P1-G03_LIG122_6_2"	"OB"
"E06_E05_P1-G03_LIG193_6_2"	"E06_E05_P1-G03_LIG193_6_2"	"OB"
"E06_E08_P3-G04_LIG22_6_2"	"E06_E08_P3-G04_LIG22_6_2"	"OB"
"E06_E10_P3-G04_LIG171_6_2"	"E06_E10_P3-G04_LIG171_6_2"	"OB"
"E06_E10_P3-G05_LIG3_6_2"	"E06_E10_P3-G05_LIG3_6_2"	"OB"
"E06_E12_P1-G03_LIG74_6_2"	"E06_E12_P1-G03_LIG74_6_2"	"OB"
"E10_A01_P1-G04_LIG88_6_2"	"E10_A01_P1-G04_LIG88_6_2"	"OB"
"E10_A02_P1-G04_LIG14_6_2"	"E10_A02_P1-G04_LIG14_6_2"	"OB"
"E10_A05_P1-G04_LIG34_6_2"	"E10_A05_P1-G04_LIG34_6_2"	"OB"
"E10_A06_P1-G03_LIG208_6_2"	"E10_A06_P1-G03_LIG208_6_2"	"OB"
"E10_A06_P1-G03_LIG32_6_2"	"E10_A06_P1-G03_LIG32_6_2"	"OB"
"E10_A07_P1-G03_LIG136_6_2"	"E10_A07_P1-G03_LIG136_6_2"	"OB"
"E10_A08_P1-G01_LIG193_6_2"	"E10_A08_P1-G01_LIG193_6_2"	"OB"
"E10_A08_P1-G02_LIG115_6_2"	"E10_A08_P1-G02_LIG115_6_2"	"OB"
"E10_A08_P1-G04_LIG173_6_2"	"E10_A08_P1-G04_LIG173_6_2"	"OB"
"E10_A12_P1-G02_LIG94_6_2"	"E10_A12_P1-G02_LIG94_6_2"	"OB"
"E10_A12_P1-G03_LIG79_6_2"	"E10_A12_P1-G03_LIG79_6_2"	"OB"
"E11_B02_P1-G01_LIG250_6_2"	"E11_B02_P1-G01_LIG250_6_2"	"OB"
"E11_B05_P3-G05_LIG5_6_2"	"E11_B05_P3-G05_LIG5_6_2"	"OB"
"E11_B10_P1-G03_LIG216_6_2"	"E11_B10_P1-G03_LIG216_6_2"	"OB"
"E11_B11_P3-G05_LIG231_6_2"	"E11_B11_P3-G05_LIG231_6_2"	"OB"
"E11_F03_P1-G03_LIG233_6_2"	"E11_F03_P1-G03_LIG233_6_2"	"OB"
"E11_F03_P1-G03_LIG66_6_2"	"E11_F03_P1-G03_LIG66_6_2"	"OB"
"E11_F12_P3-G05_LIG129_6_2"	"E11_F12_P3-G05_LIG129_6_2"	"OB"
"F02_B01_P1-G03_LIG49_6_2"	"F02_B01_P1-G03_LIG49_6_2"	"OB"
"F02_B01_P1-G04_LIG152_6_2"	"F02_B01_P1-G04_LIG152_6_2"	"OB"
"F02_B02_P3-G04_LIG20_6_2"	"F02_B02_P3-G04_LIG20_6_2"	"OB"
"F02_B03_P3-G04_LIG263_6_2"	"F02_B03_P3-G04_LIG263_6_2"	"OB"
"F02_B04_P1-G01_LIG219_6_2"	"F02_B04_P1-G01_LIG219_6_2"	"OB"
"F02_B04_P1-G02_LIG88_6_2"	"F02_B04_P1-G02_LIG88_6_2"	"OB"
"F02_B04_P1-G04_LIG350_6_2"	"F02_B04_P1-G04_LIG350_6_2"	"OB"
"F02_B08_P3-G05_LIG10_6_2"	"F02_B08_P3-G05_LIG10_6_2"	"OB"
"F02_B09_P3-G04_LIG218_6_2"	"F02_B09_P3-G04_LIG218_6_2"	"OB"
"F02_B10_P3-G04_LIG186_6_2"	"F02_B10_P3-G04_LIG186_6_2"	"OB"
"F02_B11_P1-G03_LIG104_6_2"	"F02_B11_P1-G03_LIG104_6_2"	"OB"
"F02_B11_P1-G03_LIG253_6_2"	"F02_B11_P1-G03_LIG253_6_2"	"OB"
"F02_B11_P1-G03_LIG305_6_2"	"F02_B11_P1-G03_LIG305_6_2"	"OB"
"F02_B12_P1-G01_LIG23_6_2"	"F02_B12_P1-G01_LIG23_6_2"	"OB"
"F03_C05_P3-G04_LIG181_6_2"	"F03_C05_P3-G04_LIG181_6_2"	"OB"
"F03_C10_P1-G01_LIG168_6_2"	"F03_C10_P1-G01_LIG168_6_2"	"OB"
"F03_C11_P3-G04_LIG29_6_2"	"F03_C11_P3-G04_LIG29_6_2"	"OB"
"F03_C12_P1-G02_LIG214_6_2"	"F03_C12_P1-G02_LIG214_6_2"	"OB"
"F05_D04_P3-G04_LIG179_6_2"	"F05_D04_P3-G04_LIG179_6_2"	"OB"
"F05_D04_P3-G04_LIG180_6_2"	"F05_D04_P3-G04_LIG180_6_2"	"OB"
"F06_E05_P1-G03_LIG18_6_2"	"F06_E05_P1-G03_LIG18_6_2"	"OB"
"F06_E05_P3-G05_LIG243_6_2"	"F06_E05_P3-G05_LIG243_6_2"	"OB"
"F06_E06_P1-G02_LIG230_6_2"	"F06_E06_P1-G02_LIG230_6_2"	"OB"
"F06_E07_P1-G04_LIG139_6_2"	"F06_E07_P1-G04_LIG139_6_2"	"OB"
"F06_E09_P1-G02_LIG167_6_2"	"F06_E09_P1-G02_LIG167_6_2"	"OB"
"F06_E10_P1-G03_LIG298_6_2"	"F06_E10_P1-G03_LIG298_6_2"	"OB"
"F06_E10_P3-G05_LIG10_6_2"	"F06_E10_P3-G05_LIG10_6_2"	"OB"
"F06_E11_P1-G02_LIG70_6_2"	"F06_E11_P1-G02_LIG70_6_2"	"OB"
"F06_E12_P1-G04_LIG256_6_2"	"F06_E12_P1-G04_LIG256_6_2"	"OB"
"F10_A02_P1-G03_LIG119_6_2"	"F10_A02_P1-G03_LIG119_6_2"	"OB"
"F10_A02_P1-G04_LIG164_6_2"	"F10_A02_P1-G04_LIG164_6_2"	"OB"
"F10_A07_P3-G05_LIG298_6_2"	"F10_A07_P3-G05_LIG298_6_2"	"OB"
"F10_A09_P1-G04_LIG29_6_2"	"F10_A09_P1-G04_LIG29_6_2"	"OB"
"F10_A09_P3-G04_LIG151_6_2"	"F10_A09_P3-G04_LIG151_6_2"	"OB"
"F10_A10_P1-G01_LIG115_6_2"	"F10_A10_P1-G01_LIG115_6_2"	"OB"
"F11_B01_P1-G03_LIG226_6_2"	"F11_B01_P1-G03_LIG226_6_2"	"OB"
"F11_B02_P1-G01_LIG12_6_2"	"F11_B02_P1-G01_LIG12_6_2"	"OB"
"F11_B03_P3-G04_LIG309_6_2"	"F11_B03_P3-G04_LIG309_6_2"	"OB"
"F11_B04_P1-G03_LIG47_6_2"	"F11_B04_P1-G03_LIG47_6_2"	"OB"
"F11_B10_P1-G03_LIG68_6_2"	"F11_B10_P1-G03_LIG68_6_2"	"OB"
"F11_B10_P1-G04_LIG361_6_2"	"F11_B10_P1-G04_LIG361_6_2"	"OB"
"F11_B12_P1-G01_LIG154_6_2"	"F11_B12_P1-G01_LIG154_6_2"	"OB"
"F11_B12_P1-G02_LIG349_6_2"	"F11_B12_P1-G02_LIG349_6_2"	"OB"
"F11_B12_P1-G03_LIG33_6_2"	"F11_B12_P1-G03_LIG33_6_2"	"OB"
"F11_F01_P3-G05_LIG294_6_2"	"F11_F01_P3-G05_LIG294_6_2"	"OB"
"F11_F05_P1-G02_LIG251_6_2"	"F11_F05_P1-G02_LIG251_6_2"	"OB"
"F11_F07_P1-G01_LIG108_6_2"	"F11_F07_P1-G01_LIG108_6_2"	"OB"
"F12_G04_P1-G03_LIG160_6_2"	"F12_G04_P1-G03_LIG160_6_2"	"OB"
"F12_G09_P1-G02_LIG171_6_2"	"F12_G09_P1-G02_LIG171_6_2"	"OB"
"G02_B02_P1-G03_LIG236_6_2"	"G02_B02_P1-G03_LIG236_6_2"	"OB"
"G02_B02_P1-G03_LIG254_6_2"	"G02_B02_P1-G03_LIG254_6_2"	"OB"
"G02_B02_P1-G04_LIG217_6_2"	"G02_B02_P1-G04_LIG217_6_2"	"OB"
"G02_B03_P1-G01_LIG96_6_2"	"G02_B03_P1-G01_LIG96_6_2"	"OB"
"G02_B03_P1-G04_LIG64_6_2"	"G02_B03_P1-G04_LIG64_6_2"	"OB"
"G02_B04_P1-G01_LIG51_6_2"	"G02_B04_P1-G01_LIG51_6_2"	"OB"
"G02_B04_P1-G04_LIG275_6_2"	"G02_B04_P1-G04_LIG275_6_2"	"OB"
"G02_B04_P3-G05_LIG87_6_2"	"G02_B04_P3-G05_LIG87_6_2"	"OB"
"G02_B06_P1-G01_LIG190_6_2"	"G02_B06_P1-G01_LIG190_6_2"	"OB"
"G02_B06_P1-G04_LIG254_6_2"	"G02_B06_P1-G04_LIG254_6_2"	"OB"
"G02_B07_P1-G03_LIG190_6_2"	"G02_B07_P1-G03_LIG190_6_2"	"OB"
"G02_B08_P1-G02_LIG116_6_2"	"G02_B08_P1-G02_LIG116_6_2"	"OB"
"G02_B08_P1-G04_LIG272_6_2"	"G02_B08_P1-G04_LIG272_6_2"	"OB"
"G02_B11_P1-G04_LIG304_6_2"	"G02_B11_P1-G04_LIG304_6_2"	"OB"
"G03_C01_P1-G01_LIG172_6_2"	"G03_C01_P1-G01_LIG172_6_2"	"OB"
"G03_C04_P1-G01_LIG283_6_2"	"G03_C04_P1-G01_LIG283_6_2"	"OB"
"G03_C08_P3-G05_LIG182_6_2"	"G03_C08_P3-G05_LIG182_6_2"	"OB"
"G03_C09_P1-G03_LIG42_6_2"	"G03_C09_P1-G03_LIG42_6_2"	"OB"
"G03_C10_P3-G05_LIG30_6_2"	"G03_C10_P3-G05_LIG30_6_2"	"OB"
"G03_C12_P1-G03_LIG190_6_2"	"G03_C12_P1-G03_LIG190_6_2"	"OB"
"G03_C12_P3-G05_LIG237_6_2"	"G03_C12_P3-G05_LIG237_6_2"	"OB"
"G05_D05_P1-G02_LIG273_6_2"	"G05_D05_P1-G02_LIG273_6_2"	"OB"
"G05_D09_P1-G04_LIG362_6_2"	"G05_D09_P1-G04_LIG362_6_2"	"OB"
"G05_D10_P1-G04_LIG118_6_2"	"G05_D10_P1-G04_LIG118_6_2"	"OB"
"G06_E01_P1-G01_LIG351_6_2"	"G06_E01_P1-G01_LIG351_6_2"	"OB"
"G06_E02_P1-G04_LIG309_6_2"	"G06_E02_P1-G04_LIG309_6_2"	"OB"
"G06_E03_P1-G03_LIG118_6_2"	"G06_E03_P1-G03_LIG118_6_2"	"OB"
"G06_E06_P1-G01_LIG59_6_2"	"G06_E06_P1-G01_LIG59_6_2"	"OB"
"G06_E06_P1-G02_LIG157_6_2"	"G06_E06_P1-G02_LIG157_6_2"	"OB"
"G06_E08_P1-G04_LIG171_6_2"	"G06_E08_P1-G04_LIG171_6_2"	"OB"
"G06_E09_P1-G04_LIG77_6_2"	"G06_E09_P1-G04_LIG77_6_2"	"OB"
"G10_A04_P1-G03_LIG95_6_2"	"G10_A04_P1-G03_LIG95_6_2"	"OB"
"G10_A04_P3-G05_LIG236_6_2"	"G10_A04_P3-G05_LIG236_6_2"	"OB"
"G10_A06_P1-G04_LIG97_6_2"	"G10_A06_P1-G04_LIG97_6_2"	"OB"
"G10_A09_P1-G01_LIG346_6_2"	"G10_A09_P1-G01_LIG346_6_2"	"OB"
"G10_A10_P3-G05_LIG15_6_2"	"G10_A10_P3-G05_LIG15_6_2"	"OB"
"G11_B03_P1-G01_LIG315_6_2"	"G11_B03_P1-G01_LIG315_6_2"	"OB"
